Id,Name,pagesNumber,RatingDistTotal,Publisher,CountsOfReview,PublishYear,Language,Authors,Rating
397,The Gettysburg Address,32,total:6532,HMH Books for Young Readers,76,1998,eng,Abraham Lincoln,4.53
398,The Battle of Gettysburg and Lincoln's Gettyburg Address,48,total:7,Enslow Elementary,2,2004,,Carin T. Ford,4.14
399,Underworld,827,total:25858,Scribner,177,1998,eng,Don DeLillo,3.92
400,Libra,480,total:13598,Penguin,572,1991,eng,Don DeLillo,3.99
403,Americana,377,total:4737,Penguin Books,55,1989,eng,Don DeLillo,3.43
404,Running Dog,256,total:1679,Vintage Contemporaries,76,1989,eng,Don DeLillo,3.43
405,Ratner's Star,448,total:1849,Vintage,17,1989,,Don DeLillo,3.48
406,Cosmopolis,224,total:14391,Scribner,41,2004,eng,Don DeLillo,3.22
407,Great Jones Street,272,total:2864,Penguin Books,149,1994,eng,Don DeLillo,3.48
408,The Names,339,total:3614,Vintage,213,1989,eng,Don DeLillo,3.64
409,Against the Day,1085,total:6265,Penguin Press,590,2006,eng,Thomas Pynchon,4.13
410,V.,547,total:18489,Harper Perennial Modern Classics,179,2005,eng,Thomas Pynchon,3.96
411,The Crying of Lot 49,152,total:65731,Harper Perennial,231,1999,eng,Thomas Pynchon,3.69
412,Gravity's Rainbow,784,total:34208,Penguin Books,213,2000,eng,Thomas Pynchon,4
413,Mason & Dixon,773,total:8963,Picador USA,609,2004,eng,Thomas Pynchon,4.07
414,Vineland,385,total:9221,Penguin Classics,69,1997,en-US,Thomas Pynchon,3.69
416,Slow Learner: Early Stories,193,total:4043,Back Bay Books,34,1985,eng,Thomas Pynchon,3.5
417,Thomas Pynchon (Bloom's Modern Critical Views),322,total:25,Chelsea House Publications,1,2003,,Harold Bloom,3.6
418,Been Down So Long It Looks Like Up To Me,352,total:2776,Penguin Classics,220,1996,eng,Richard Fariña,3.79
419,Vintage Didion,199,total:439,Vintage Books,25,2004,,Joan Didion,4.1
420,The Year of Magical Thinking,227,total:131747,Knopf Publishing Group,337,2005,en-US,Joan Didion,3.89
421,The White Album,222,total:15311,Farrar Straus Giroux,763,1990,eng,Joan Didion,4.16
422,A Book of Common Prayer,272,total:3437,Vintage International,259,1995,eng,Joan Didion,3.8
423,Where I Was From,240,total:3354,Vintage,295,2004,eng,Joan Didion,3.86
424,Slouching Towards Bethlehem,238,total:33527,Farrar Straus Giroux,1876,1990,eng,Joan Didion,4.21
425,Democracy,234,total:2307,Vintage International,172,1995,en-US,Joan Didion,3.82
426,We Tell Ourselves Stories in Order to Live: Collected Nonfiction,1122,total:1588,Everyman's Library,109,2006,eng,Joan Didion,4.5
427,Miami,240,total:1242,Vintage,96,1998,,Joan Didion,3.7
428,Play It As It Lays,231,total:26972,"Farrar, Straus and Giroux",1757,2005,eng,Joan Didion,3.88
429,Amazons: An Intimate Memoir by the First Woman Ever to Play in the National Hockey League,390,total:129,Holt McDougal,4,1980,,Cleo Birdwell,3.71
431,The New York Trilogy,308,total:56393,Penguin Classics,1895,2006,eng,Paul Auster,3.89
432,"City of Glass (The New York Trilogy, #1)",203,total:14459,Penguin Books,748,1987,eng,Paul Auster,3.79
434,"Ghosts (The New York Trilogy, #2)",96,total:4495,Penguin Books,200,1987,eng,Paul Auster,3.64
435,"The Locked Room (The New York Trilogy, #3)",179,total:3769,Sun and Moon Press,167,1986,eng,Paul Auster,3.89
438,"New York Trilogy: New York Underground, Trapped, Love and Sex",156,total:2,iUniverse,0,2000,,Paul Hallasy,5
439,"New York Dreams (Virex Trilogy, #3)",336,total:41,Gollancz,1,2004,,Eric Brown,3.8
444,Pyramids of Montauk: Explorations in Consciousness,256,total:81,Sky Books (NY),2,1995,eng,Peter Moon,3.89
445,"All My Tomorrows (The Orphan Trains Trilogy, #2)",352,total:198,Multnomah,14,2003,,Al Lacy,3.96
446,The Brooklyn Follies,306,total:22296,Picador,1161,2006,eng,Paul Auster,3.84
447,Moon Palace,320,total:20000,Penguin Books,511,1990,eng,Paul Auster,3.94
448,A Tomb for Anatole: Poetry,202,total:139,New Directions,15,2005,,Stéphane Mallarmé,4.37
452,The Invention of Solitude: A Memoir,192,total:10856,Penguin Books,12,1988,,Paul Auster,3.78
453,The Music of Chance,217,total:9487,Penguin Books,36,1991,en-US,Paul Auster,3.91
454,Travels in the Scriptorium,145,total:8808,Henry Holt & Company,565,2007,eng,Paul Auster,3.23
455,In the Country of Last Things,188,total:10960,Penguin Books,52,1988,,Paul Auster,3.87
456,Leviathan,275,total:14561,Penguin Books,449,1993,eng,Paul Auster,3.96
459,The Random House Book of 20th Century French Poetry,690,total:170,Vintage,11,1984,,Paul Auster,4.56
460,Paul Auster's New York - Promo: Mak.of Amer,97,total:66,Henry Holt & Company,2,1997,,Paul Auster,3.89
461,The Inner Life of Martin Frost,40,total:304,Purdue University Press,8,2006,,Paul Auster,3.33
462,Disappearances,96,total:68,Harry N. Abrams,1,1989,,Paul Auster,3.4
463,The Red Notebook: True Stories,104,total:3788,New Directions,121,2002,eng,Paul Auster,3.77
464,Collected Poems,192,total:260,Harry N. Abrams,3,2004,,Paul Auster,3.58
465,Paul Auster and Postmodern Quest: On the Road to Nowhere,221,total:2,"Peter Lang Inc., International Academic Publishers",0,2002,,Chippy M.L. Den Irvine,4
466,Timbuktu / Leviathan / Moon Palace,1075,total:22,Actes Sud,1,2002,fre,Paul Auster,4.32
468,An Art of Desire: Reading Paul Auster,245,total:5,Brill/Rodopi,0,1999,,Bernd Herzogenrath,4
469,Paul Auster (Bloom's Modern Critical Views),254,total:11,Chelsea House Publications,0,2003,,Harold Bloom,3.82
470,"The Art of Hunger: Essays, Prefaces, Interviews, The Red Notebook",368,total:489,Penguin Books,11,1997,,Paul Auster,3.87
471,World that is the Book: Paul Auster’s Fiction,200,total:10,Liverpool University Press,0,2001,,Aliki Varvogli,3.6
473,Beyond the Red Notebook,224,total:10,University of Pennsylvania Press,0,1995,,Dennis Barone,4
475,Collapse: How Societies Choose to Fail or Succeed,608,total:57246,Penguin Books Ltd. (London),2806,2005,eng,Jared Diamond,3.93
476,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,211,total:257,Business Plus,26,2006,en-US,Stephen Leeb,3.39
477,Collapse of Complex Societies,262,total:821,Cambridge University Press,88,1990,eng,Joseph A. Tainter,4.16
478,Bowling Alone: The Collapse and Revival of American Community,544,total:5202,Simon  Schuster,518,2001,eng,Robert D. Putnam,3.8
479,The Collapse of Evolution,224,total:69,Baker Books,5,1997,,Scott M. Huse,4.1
480,Collapse of Burning Buildings: A Guide to Fireground Safety,150,total:6,Fire Engineering Books,0,1988,,Vincent Dunn,4.83
481,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,272,total:65,Ballantine Books,4,2002,eng,Philip K. Howard,3.91
482,"Armageddon Averted: The Soviet Collapse, 1970-2000",245,total:635,"Oxford University Press, USA",54,2003,,Stephen Kotkin,3.73
484,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,576,total:298,W. W. Norton  Company,20,1998,eng,Joy Harjo,4.39
485,The Languages of Native North America,773,total:34,Cambridge University Press,6,2001,,Marianne Mithun,4.53
487,Searching for Lost City: On the Trail of America's Native Languages,272,total:9,Lyons Press,1,2003,,Elizabeth Seay,3.89
488,Indian Sign Language,128,total:44,Dover Publications,2,1969,,William Tomkins,3.95
492,The Fantastic Inventions of Nikola Tesla,351,total:241,Adventures Unlimited Press,21,2014,,Nikola Tesla,4.05
493,My Inventions,88,total:5295,"Filiquarian Publishing, LLC.",268,2006,eng,Nikola Tesla,4.01
494,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,542,total:3366,Citadel,340,2001,eng,Marc J.  Seifer,3.79
495,"Colorado Springs Notes, 1899-1900",439,total:25,Angriff Press,1,2001,,Brotherhood of Life,3.96
496,The Lost Journals of Nikola Tesla: HAARP - Chemtrails and the Secret of Alternative 4,155,total:44,Inner Light - Global Communications,3,2011,,Tim R. Swartz,3.91
497,Nikola Tesla: A Spark of Genius,144,total:108,Lerner Publications,6,1994,eng,Carol Dommermuth-Costa,3.93
498,Tesla Papers,100,total:110,Adventures Unlimited Press,2,2000,eng,Nikola Tesla,4.13
499,21st Century Mysteries: Nikola Tesla: Federal Documents and References (CD-ROM),23931,total:2,Progressive Management,0,2006,,U.S. Government,5
500,Problem of Increasing Human Energy,112,total:265,Kessinger Publishing,13,1996,,Nikola Tesla,4.24
501,The Tesla Rotating Magnetic Field,48,total:1,Kessinger Publishing,0,2005,,Thomas Commerford Martin,4
502,Art Invention House,319,total:9,Rizzoli International Publications,0,2005,,Michael Webb,3.67
503,How Invention Begins: Echoes of Old Voices in the Rise of New Machines,277,total:16,"Oxford University Press, USA",2,2006,,John H. Lienhard,3.75
504,The Invention of Peace: Reflections on War and International Order,128,total:101,Yale University Press,8,2001,,Michael Eliot Howard,3.69
507,Amazing Leonardo da Vinci Inventions: You Can Build Yourself,128,total:99,Nomad Press,14,2006,,Maxine Anderson,3.86
509,The Invention of Love,112,total:1734,Grove Press,100,1998,,Tom Stoppard,4.02
510,Sliding Into Home,224,total:89,Peachtree Publishers,16,2005,,Dori Hillestad Butler,3.89
511,Boys of Summer,249,total:510,Harlequin Blaze,12,2006,eng,Julie Elizabeth Leto,3.77
512,"When Johnny Came Sliding Home: The Post-Civil War Baseball Boom, 1865-1870",313,total:8,McFarland & Company,0,2006,,William J. Ryczek,4.62
515,Programming Ruby: The Pragmatic Programmers' Guide,828,total:1938,Pragmatic Bookshelf,49,2004,en-US,Dave Thomas,4.03
516,Programming Ruby: The Pragmatic Programmer's Guide,564,total:1938,Addison-Wesley Professional,0,2000,,Dave Thomas,4.03
517,Best of Ruby Quiz Volume One,298,total:25,Pragmatic Bookshelf,0,2006,,James Edward Gray II,3.4
518,From Java to Ruby,160,total:29,Pragmatic Bookshelf,3,2006,,Bruce A. Tate,3.14
519,Rails Recipes,332,total:318,Pragmatic Bookshelf,5,2006,,Chad Fowler,3.55
520,Learn to Program,149,total:532,Pragmatic Bookshelf,46,2006,,Chris  Pine,4.13
521,"No Fluff, Just Stuff Anthology",256,total:26,Pragmatic Bookshelf,1,2006,,Neal Ford,3.38
522,English-Cayuga/Cayuga-English Dictionary,750,total:0,University of Toronto Press,1,2002,,Frances Froman,0
523,Golding's Lord of the Flies (Cliffs Notes),112,total:102,Cliffs Notes,8,2000,eng,Maureen Kelly,3.94
524,Lord of the Flies,6,total:2162549,Listening Library (Audio),97,2005,eng,William Golding,3.68
528,Lord of the Flies (SparkNotes Literature Guides),72,total:45,SparkNotes,1,2002,,SparkNotes,3.76
531,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,397,total:2009,Random House,101,2006,eng,Victor Davis Hanson,4.11
532,Jack: A Life Like No Other,480,total:213,Random House,19,2001,,Geoffrey Perret,3.85
534,We Were Not Like Other People,216,total:14,HarperCollins Publishers,0,1989,eng,Ephraim Sevela,4.14
536,The Lovely Bones,327,total:1942369,Random House,361,2006,eng,Alice Sebold,3.81
539,"Lovely in Her Bones (Elizabeth MacPherson, #2)",224,total:1529,Ballantine Books,43,1990,eng,Sharyn McCrumb,3.8
543,USB Mass Storage: Designing and Programming Devices and Embedded Hosts,287,total:6,Lakeview Research,1,2006,,Jan Axelson,3.67
545,Storage Network Performance Analysis,432,total:15,Wiley,0,2003,,Huseyin Simitci,3.93
546,Complete Home Storge,192,total:10,Oxmoor House,0,2003,,Barbara Braasch,3.1
547,Taunton's Home Storage Idea Book,186,total:22,Taunton Press,1,2003,,Joanne Kellar Bouknight,3.68
548,Storage Area Network Essentials: A Complete Guide to Understanding and Implementing Sans,384,total:16,Wiley,2,2001,,Richard    Barker,4.06
550,Country Living Stylish Storage: Simple Ways to Contain Your Clutter,144,total:1,Hearst Books,0,2002,,Paige Gilchrist,3
551,Simple Handmade Storage: 23 Step-By-Step Weekend Projects,128,total:7,Laurel Glen Publishing,1,2004,,Philip Haxell,3.29
553,Storage (Chic Simple) (Chic Simple Components),103,total:6,Knopf,0,1994,,Jennifer Lisle,2.83
555,"The Modern Gentleman: A Guide to Essential Manners, Savvy and Vice",341,total:377,Ten Speed Press,39,2002,,Phineas Mollod,3.81
556,The Chap Manifesto: Revolutionary Etiquette for the Modern Gentleman,144,total:87,HarperCollins UK,3,2001,,Gustav Temple,3.9
557,The Compleat Gentleman: The Modern Man's Guide to Chivalry,256,total:186,Spence Publishing Company,20,2004,,Brad Miner,3.56
558,The Last Gentleman (Modern Library),442,total:2182,Modern Library,4,1998,,Walker Percy,3.87
561,The Word of a Gentleman: Meditations for Modern Man,208,total:1,Zondervan Publishing Company,0,1983,,Richard C. Halverson,3
563,CSS Mastery: Advanced Web Standards Solutions,255,total:1118,Friends of ED,38,2006,,Andy Budd,4.1
564,Head First HTML with CSS & XHTML,702,total:1312,O'Reilly Media,132,2005,,Elisabeth Robson,4.16
565,The Zen of CSS Design: Visual Enlightenment for the Web,296,total:848,Peachpit Press,28,2005,en-US,Dave Shea,3.98
566,Stylin' with CSS: A Designer's Guide,288,total:174,New Riders Publishing,8,2005,,Charles Wyke-Smith,3.75
567,CSS Pocket Reference,128,total:427,O'Reilly Media,10,2004,,Eric A. Meyer,3.97
568,The CSS Anthology,376,total:231,SitePoint,4,2004,,Rachel Andrew,3.87
569,HTML Utopia,520,total:49,SitePoint,6,2006,,Rachel Andrew,3.29
570,"HTML, XHTML, and CSS (Visual Quickstart Guide)",456,total:583,Peachpit Press,42,2006,en-US,Elizabeth Castro,3.79
571,Eric Meyer on CSS: Mastering the Language of Web Design with Cascading Style Sheets,352,total:302,New Riders Publishing,11,2002,,Eric A. Meyer,4.13
572,"1,000 Places to See in the U.S.A.  Canada Before You Die",1183,total:2430,Workman Publishing Company,17,2007,,Patricia Schultz,4.05
576,1000 Record Covers,575,total:413,Taschen,32,2005,mul,Michael Ochs,3.84
578,Paul Huf: record covers,120,total:0,Groninger Museum,0,1999,,Hornbuckle,0
581,100 Albums That Changed Music: And 500 Songs You Need to Hear,319,total:32,Booksales,0,2006,,Sean Egan,3.53
582,1000 Families,576,total:17,Taschen,2,2002,,Uwe Ommer,4.06
585,The Art of Rock: Posters from Presley to Punk,348,total:98,Abbeville Press,7,1999,,Paul Grushkin,4.49
586,Art of Modern Rock: The Poster Explosion,492,total:1292,Chronicle Books,25,2004,,Paul Grushkin,4.12
587,Ambiguous Images: Gender and Rock Art,256,total:12,Altamira Press,0,2003,,Kelley Hays-Gilpin,3.83
588,Roadside Guide to Indian Ruins & Rock Art of the Southwest,240,total:8,Westcliffe Publishers,0,2005,,Gordon Sullivan,4.12
589,A Field Guide to Rock Art Symbols of the Greater Southwest,256,total:55,Johnson Books,5,1992,,Alex Patterson,4.18
590,Guide to Rock Art of the Utah Region: Sites with Public Access,245,total:12,Ancient City Press,1,2000,,Dennis Slifer,4
591,The Rock Art of Texas Indians,253,total:10,University of Texas Press,0,1996,,William W. Newcomb,4.1
593,The Archaeology of Rock-Art,392,total:13,Cambridge University Press,0,1999,,Christopher Chippindale,4.31
594,African Rock Art: Paintings and Engravings on Stone,256,total:7,ABRAMS,1,2001,,David Coulson,4.14
595,Flash to the Core: An Interactive Sketchbook by Joshua Davis,352,total:29,New Riders Publishing,3,2002,,Joshua Davis,4.1
597,Killing Yourself to Live: 85% of a True Story,245,total:27220,Scribner,1116,2006,eng,Chuck Klosterman,3.81
599,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",272,total:63910,Scribner,3343,2004,eng,Chuck Klosterman,3.74
600,"Sex, Drugs and DNA: Science's Taboos Confronted",360,total:136,Palgrave Macmillan,13,2006,,Michael Stebbins,3.68
601,"Sex, Drugs & Economics: An Unconventional Introduction to Economics",263,total:115,Texere Publishing,5,2004,,Diane Coyle,3.6
602,"Sex, Drugs, Rock and Roll",136,total:299,Theatre Communications Group,10,2008,,Eric Bogosian,3.81
603,"Sex, Drugs, Gambling, and Chocolate: A Workbook for Overcoming Addictions",240,total:30,Impact,3,2003,,A. Thomas Horvath,3.9
605,"Life and Def: Sex, Drugs, Money, + God",288,total:391,Three Rivers Press,21,2002,,Russell Simmons,3.8
606,The Vice Guide to Sex and Drugs and Rock and Roll,362,total:580,Grand Central Publishing,37,2003,,Suroosh Alvi,4.06
607,Corporate Vices: What's Gone Wrong with Business?,148,total:4,Capstone,0,2002,,Charles Cohen,2.25
609,Grand Theft Auto: Vice City Official Strategy Guide for PC,192,total:54,BradyGames,0,2003,,Tim Bogenn,4.07
610,Grand Theft Auto: Vice City Stories Official Strategy Guide,240,total:16,BradyGames,0,2006,,Brady Games,4.5
611,The Faking of the Vice-President: A Guide to Becoming a Superfluous Leader,96,total:0,Perigee,0,1992,,Rich Mintzer,0
616,Vice & Virtue in Everyday Life: Introductory Readings in Ethics,594,total:103,Wadsworth Publishing Company,5,2006,,Christina Hoff Sommers,3.74
617,Vice Cream: Over 70 Sinfully Delicious Dairy-Free Delights,112,total:100,Celestial Arts,10,2004,,Jeff Rogers,3.82
618,Vice DOs & DON'Ts: 10 Years of Vice Magazine's Street Fashion Critiques,261,total:631,Warner Books (NY),65,2004,,Suroosh Alvi,4.17
619,"Vice (V, #8)",419,total:548,Bantam,19,1996,eng,Jane Feather,3.51
620,"Small Vices (Spenser, #24)",384,total:4860,G.P. Putnam's Sons,189,1998,,Robert B. Parker,4.01
621,The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich,272,total:14815,Crown Business,641,2005,,David Bach,3.93
622,The Automatic Millionaire Homeowner: A Powerful Plan to Finish Rich in Real Estate,272,total:1470,Crown Business,91,2006,,David Bach,3.84
623,The Automatic Millionaire Workbook: A Personalized Plan to Live and Finish Rich. . . Automatically,200,total:102,Crown Business,6,2005,,David Bach,3.73
627,The Automatic Millionaire Workbook,240,total:102,Doubleday Canada,0,2005,,David Bach,3.73
629,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",540,total:187150,HarperTorch,6515,2006,eng,Robert M. Pirsig,3.77
630,The Mouse and the Motorcycle,160,total:74577,HarperCollins Publishers,1,2006,,Beverly Cleary,3.93
631,The Essential Guide to Motorcycle Maintenance,256,total:134,Whitehorse Press,4,2004,,Mark Zimmerman,3.94
633,The Complete Idiot's Guide to Motorcycles,448,total:123,Alpha,3,2005,,Darwin Holmstrom,3.7
634,Motorcycle Owner's Manual,112,total:52,DK,2,1997,,Hugo  Wilson,3.77
636,How to Paint Your Motorcycle,128,total:4,Motorbooks,0,2005,,JoAnn Bortles,4
637,How to Restore Your Motorcycle,224,total:29,Motorbooks International,2,2000,,Mark Zimmerman,3.66
639,Once Upon a Cool Motorcycle Dude,32,total:1813,Walker & Company,275,2005,eng,Kevin O'Malley,4.08
640,"Life is a Road, the Soul is a Motorcycle",212,total:19,iUniverse,3,2003,,Daniel B. Meyer,3.63
641,Motorcycle Touring: Everything You Need to Know,160,total:26,Motorbooks,2,2005,,Gregory W. Frazier,3.5
642,Guidebook to Zen and the Art of Motorcycle Maintenance,408,total:293,William Morrow Paperbacks,11,1990,en-GB,Ronald L. DiSanto,3.72
643,Motorcycle Basics Techbook,222,total:41,"Haynes Manuals N. America, Inc.",2,2002,eng,John Harold Haynes,3.88
