pagesNumber,Authors,Publisher,Rating,Language,RatingDistTotal,RatingDist5,RatingDist3,CountsOfReview,PublishDay,ISBN,RatingDist4,PublishMonth,Id,PublishYear,RatingDist1,RatingDist2,Name
61,Woody Guthrie,Hal Leonard Publishing Corporation,4.36,eng,total:28,5:15,3:03,2,3,0634024051,4:09,1,100216,2000,1:00,2:01,Woody Guthrie Songbook
56,Woody Guthrie,Hal Leonard Publishing Corporation,0,,total:0,5:00,3:00,0,5,0634035878,4:00,1,100217,2002,1:00,2:00,Best of Woody Guthrie
344,Woody Guthrie,Rizzoli,4.34,eng,total:59,5:30,3:08,9,10,0847827380,4:20,25,100218,2005,1:00,2:01,Artworks
48,Woody Guthrie,HarperCollins Publishers,4.44,,total:16,5:09,3:02,4,8,0060202823,4:05,1,100219,1992,1:00,2:00,Woody's 20 Grow Big Songs
32,Bonnie Christensen,Knopf Books for Young Readers,4.13,,total:63,5:23,3:15,15,10,0375811133,4:25,9,100221,2001,1:00,2:00,Woody Guthrie: Poet of the People
256,David Maine,St. Martin's Griffin,3.61,,total:1393,0.377083333,0.424305556,173,7,0312328486,0.557638889,1,100223,2005,1:40,0.163888889,The Preservationist
208,William C. Shopsin,Whitney Library of Design,4,,total:2,5:01,3:01,0,8,082304548X,4:00,1,100226,1989,1:00,2:00,Restoring Old Buildings for Contemporary Uses: An American Sourcebook for Architects and Preservationists
304,Daria Labinsky,LPD Press,0,,total:0,5:00,3:00,0,7,1890689114,4:00,1,100227,2001,1:00,2:00,Frank Applegate of Santa Fe
68,Daniel Carlson,Preservation Press,0,,total:0,5:00,3:00,0,9,0891331840,4:00,1,100228,1991,1:00,2:00,"Reusing America's Schools: A Guide for Local Officials, Developers, Neighborhood Residents, Planners, and Preservationists"
400,Michael Kurland,Alpha,3.7800000000000002,,total:9,5:02,3:04,0,6,0028629493,4:03,1,100229,1999,1:00,2:00,The Complete Idiot's Guide to Improving Your Memory
240,Allyson Bright Meyer,Alpha,3.33,,total:6,5:02,3:01,1,10,1592575048,4:01,3,100230,2006,1:01,2:01,The Complete Idiot's Guide to Scrapbook Projects Illustrated
336,Wendy Smedley,Alpha,3.75,,total:36,5:13,3:13,0,11,0028636406,4:06,1,100232,1999,1:01,2:03,The Complete Idiot's Guide to Scrapbooking: CIG to Scrapbooking
32,Eileen Christelow,Houghton Mifflin Harcourt,4.11,,total:28512,5:13536,4.258333333,2,4,0618732764,5.086805556,17,100234,2006,0.368055556,1.103472222,Five Little Monkeys Jumping on the Bed
256,John  Hargrave,Citadel,3.55,,total:83,5:17,3:35,5,2,0806527803,4:22,1,100236,2007,1:01,2:08,Prank the Monkey: The ZUG Book of Pranks
306,Wu Cheng'en,Grove Press,4.01,eng,total:5496,1.557638889,0.883333333,250,1,0802130860,1.623611111,12,100237,1994,0.093055556,0.284027778,Monkey: The Journey to the West
576,Susan  Griffith,Vacation Work Publications,3.5300000000000002,eng,total:145,5:27,3:42,4,6,1854583298,4:52,1,100238,2005,1:05,2:19,Work Your Way Around the World
576,Susa  Griffith,Vacation Work Publications,3.5300000000000002,,total:145,5:27,3:42,0,6,1854582747,4:52,1,100239,2003,1:05,2:19,"Work Your Way Around the World, 11th"
358,Susan  Griffith,Vacation Work Publications,3.67,,total:43,5:09,3:13,3,11,1854583514,4:16,1,100240,2006,1:00,2:05,"Gap Years for Grown Ups, 2nd"
155,Roberta Griffith,Artwork Publications,0,,total:0,5:00,3:00,0,9,0972242406,4:00,23,100242,2004,1:00,2:00,Roberta Griffith: A Retrospective
320,Susan  Griffith,Vacation Work Publications,3.71,,total:7,5:00,3:02,0,12,1854582933,4:05,1,100243,2002,1:00,2:00,"The Au Pair & Nanny's Guide to Working Abroad, 4th"
375,Susan  Griffith,Transitions Abroad,0,,total:0,5:00,3:00,0,5,1886732051,4:00,1,100244,1998,1:00,2:00,"Alternative Travel Directory: The Complete Guide to Work, Study, & Travel Overseas"
205,Rolf Potts,Villard Books,3.94,eng,total:19743,4.889583333,3.234027778,1070,12,0812992180,5.004861111,24,100247,2002,0.299305556,0.907638889,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel
132,Steve Leveen,Levenger Press,3.68,eng,total:856,0.347222222,0.300694444,183,4,1929154178,0.375694444,1,100253,2005,1:19,0.140972222,The Little Guide to Your Well-Read Life: How to Get More Books in Your Life and More Life from Your Books
288,Carl McColman,New Page Books,3.79,,total:48,5:15,3:09,7,8,1564145301,4:16,22,100254,2001,1:00,2:08,The Well-Read Witch: Essential Books for Your Magickal Library
18,Rosemary Wells,Scholastic Press,3.58,,total:55,5:09,3:22,8,3,0590029134,4:19,1,100255,1999,1:00,2:05,Bingo!
18,Rosemary Wells,Scholastic Press,3.26,,total:92,5:12,3:50,11,9,0590029118,4:16,1,100256,1998,1:02,2:12,The Itsy Bitsy Spider
188,E.O. Parrott,Penguin Books,3.15,,total:62,5:09,3:29,11,4,0140074511,4:10,7,100257,1987,1:05,2:09,How to Become Ridiculously Well-read in One Evening: A Collection of Literary Encapsulations
64,Rosemary Wells,Scholastic Press,3.9,,total:10,5:03,3:04,0,10,0439871905,4:03,1,100258,2006,1:00,2:00,Read To Your Bunny Very First Library Gift Set
198,Jeremy Harmer,Longman Publishing Group,3.92,eng,total:638,0.379861111,0.207638889,26,7,0582297966,0.303472222,25,100261,2003,1:30,2:45,How to Teach English
344,Jon Davison,Routledge,3.79,,total:38,5:09,3:09,0,8,0415306760,4:17,19,100262,2003,1:02,2:01,Learning to Teach English in the Secondary School: A Companion to School Experience
144,Adrian Doff,Cambridge University Press,4.02,eng,total:90,5:44,3:09,5,12,0521348633,4:23,5,100263,1988,1:05,2:09,Teach English: A Training Course for Teachers
120,Larry R. Johannessen,Pearson,3.18,,total:11,5:01,3:02,0,10,0130623105,4:04,12,100264,2001,1:00,2:04,In Case You Teach English: An Interactive Casebook for Prospective and Practicing Teachers
132,Frank Adamo,Lulu.com,0,,total:0,5:00,3:00,0,8,1847285155,4:00,1,100265,2006,1:00,2:00,Teach English in Italy
380,Sylvie Donna,Cambridge University Press,3.77,,total:22,5:06,3:08,0,7,0521585570,4:07,27,100268,2000,1:01,2:00,Teach Business English
48,Samantha D. Amara,Good Cheer Pub.,3,,total:7,5:01,3:03,2,8,0968144438,4:01,1,100269,2004,1:01,2:01,Chopsticks and French Fries: How and Why to Teach English in South Korea
193,Adrian Holliday,"Oxford University Press, USA",3.88,,total:8,5:02,3:03,1,9,0194421848,4:03,1,100270,2005,1:00,2:00,The Struggle to Teach English as an International Language
144,Sue Tyson-Ward,How to Books,4,,total:1,5:00,3:00,0,4,1857036409,4:01,1,100271,2004,1:00,2:00,Teach English as a Foreign Language: All You Need to Know to Enjoy a Caried and Adventurous Career
586,Daniel C. Dennett,Simon & Schuster,4.04,,total:14121,4.264583333,1.952777778,6,5,0684802902,3.313888889,10,100277,1995,0.292361111,0.607638889,Darwin's Dangerous Idea: Evolution and the Meanings of Life
347,Daniel C. Dennett,Penguin,3.83,,total:2588,0.747222222,0.588888889,5,2,0140283897,0.790972222,26,100279,2004,0.083333333,0.211805556,Freedom Evolves
215,Maxwell Richard Bennett,Columbia University Press,3.7800000000000002,eng,total:206,0.255555556,3:54,17,5,0231140444,4:59,1,100280,2007,1:10,2:15,"Neuroscience and Philosophy: Brain, Mind, and Language"
430,Daniel C. Dennett,Bradford Book,3.86,,total:146,5:33,3:34,2,2,0262540908,0.215277778,17,100281,1998,1:02,2:07,Brainchildren: Essays on Designing Minds
544,Marc Weissbluth,Ballantine Books,3.9,,total:10259,2.684722222,1.640972222,38,10,0345486455,2.580555556,4,100282,2005,0.247916667,0.595138889,"Healthy Sleep Habits, Happy Child"
245,Steve Doocy,William Morrow,3.33,,total:201,5:32,0.175694444,37,10,0060854057,4:55,17,100283,2006,1:12,2:29,The Mr.  Mrs. Happy Handbook: Everything I Know About Love and Marriage (with corrections by Mrs. Doocy)
256,Rick Foster,Tarcherperigee,4,,total:412,0.311111111,0.180555556,54,6,039952990X,0.272916667,1,100284,2004,1:07,2:24,"How We Choose to Be Happy: The 9 Choices of Extremely Happy People--Their Secrets, Their Stories"
256,Ernie J. Zelinski,Ten Speed Press,3.75,,total:1323,0.473611111,0.368055556,98,3,1580085784,0.464583333,1,100285,2004,1:38,0.169444444,"How to Retire Happy, Wild, and Free: Retirement Wisdom That You Won't Get from Your Financial Advisor"
50,Anna Quindlen,Random House,3.95,,total:7686,2.031944444,1.359027778,723,10,0375504613,2.049305556,31,100286,2000,0.120833333,0.401388889,A Short Guide to a Happy Life
165,Richard Carlson,New World Library,4.11,,total:1213,0.58125,0.275,84,12,1577311108,0.427083333,1,100287,1999,1:20,0.128472222,You Can Be Happy No Matter What: Five Principles for Keeping Life in Perspective
288,Peter Makin,Johns Hopkins University Press,4.25,,total:20,5:09,3:02,0,10,0801877504,4:08,1,100288,2003,1:00,2:01,Basil Bunting on Poetry
442,Carroll F. Terrell,National Poetry Foundation,3.89,eng,total:9,5:03,3:02,1,12,0915032511,4:03,1,100290,1980,1:00,2:01,Basil Bunting: Man and Poet
135,Keith Alldritt,"Peter Lang Gmbh, Internationaler Verlag Der Wissenschaften",0,,total:0,5:00,3:00,0,11,0820408654,4:00,1,100291,1989,1:00,2:00,"Modernism in the Second World War: The Later Poetry of Ezra Pound, T.S. Eliot, Basil Bunting and Hugh MacDiarmid"
275,Victoria Forde,Bloodaxe Books,3.29,,total:7,5:00,3:03,0,12,1852240482,4:03,1,100292,1991,1:00,2:01,Poetry of Basil Bunting
544,Josh Thomas,iUniverse,3.74,en-GB,total:82,5:29,3:14,10,12,059515686X,4:24,20,100296,2000,1:06,2:09,Murder at Willow Slough
309,Terry Beers,Heyday Books,4,,total:2,5:01,3:01,1,1,1890771821,4:00,1,100297,2004,1:00,2:00,Gunfight at Mussel Slough: Five Versions of a Western Myth
208,Chris Pascoe,Hodder & Stoughton,4.14,,total:72,5:31,3:08,5,9,034089864X,4:27,28,100299,2007,1:01,2:05,You Can Take the Cat Out of Slough...
316,John Schettler,Writing Shop,5,,total:4,5:04,3:00,0,8,0971317089,4:00,1,100302,2004,1:00,2:00,Steamboat Slough
432,Peter Demetz,Hill and Wang,3.59,,total:241,5:42,0.180555556,19,3,0809016095,0.23125,18,100303,1998,1:08,2:18,Prague in Black and Gold: Scenes from the Life of a European City
432,Peter Demetz,Penguin,3.59,,total:241,5:42,0.180555556,4,8,014026888X,0.23125,27,100305,1998,1:08,2:18,Prague in Black and Gold: The History of a City
1,NOT A BOOK,BBC Physical Audio,4.67,eng,total:3,5:02,3:00,0,11,056353513X,4:01,5,100306,2001,1:00,2:00,Hancock's Happy Christmas: Four Original BBC Radio Episodes
224,Susan Indenbaum,New Horizon Press,3.45,,total:11,5:04,3:03,2,12,0882822810,4:01,29,100308,2006,1:01,2:02,"When the Fairy Tale Fails: How Women Today Can Create Their Own ""Happy Ever After"""
128,Susan Newman,Crown,4.14,,total:7,5:04,3:01,1,1,0517704633,4:01,27,100309,2012,1:00,2:01,Little Things Mean a Lot: Creating Happy Memories with Your Grandchildren
69,Valerie Tripp,American Girl Publishing Inc,3.96,,total:1674,0.621527778,0.461111111,26,9,1562475878,0.523611111,1,100310,1998,1:18,0.127083333,"Happy Birthday, Josefina!: A Springtime Story (American Girls: Josefina, #4)"
264,Susan Curtin Kelley,William Morrow & Company,3,,total:1,5:00,3:01,1,9,0688166512,4:00,1,100311,2000,1:00,2:00,The Second Time Around: Everything You Need to Know to Make Your Remarriage Happy
16,Susan S. Balika,Standard Publishing,3.6,,total:5,5:01,3:03,0,1,0784716951,4:01,3,100312,2005,1:00,2:00,Jesus Is My Special Friend
16,Claire Masurel,Puffin,3.5,,total:6,5:01,3:04,2,2,0140566643,4:01,1,100314,2000,1:00,2:00,Happy Easter Emily
374,Marianne North,University of Virginia Press,3.33,,total:3,5:01,3:01,0,9,0813914701,4:00,29,100316,1993,1:00,2:01,Recollections of a Happy Life: Being the Autobiography of Marianne North
69,Valerie Tripp,American Girl Publishing Inc,4.05,,total:1921,0.747222222,0.458333333,47,9,1584850221,0.5625,1,100317,2001,1:14,0.139583333,"Happy Birthday, Kit: A Springtime Story (American Girls: Kit, #4)"
764,Hugh Thomas,HarperCollins Publishers,3.7,,total:40,5:11,3:14,1,5,0060174773,4:11,1,100319,1996,1:01,2:03,World History
274,Assata Shakur,Lawrence Hill Books,4.51,eng,total:15857,5:10464,0.945138889,882,11,1556520743,2.739583333,1,100322,1999,0.190277778,0.286805556,Assata: An Autobiography
272,Dhoruba Bin Wahad,Semiotext(e),4.38,,total:52,5:29,3:06,3,1,0936756748,4:16,1,100323,1993,1:01,2:00,"Still Black, Still Strong: Survivors of the U.S. War Against Black Revolutionaries"
448,Robert Reed,Tor Science Fiction,3.83,eng,total:565,0.301388889,0.230555556,30,2,0765347644,0.335416667,6,100327,2007,1:06,2:30,"The Well of Stars (Great Ship, #2)"
336,Robert Reed,Golden Gryphon Press,3.75,,total:53,5:10,3:17,4,11,1930846371,4:23,1,100328,2005,1:00,2:03,The Cuckoo's Boys
206,Keith Robertson,Puffin Books,4.07,,total:861,0.453472222,0.244444444,29,5,0140341463,0.366666667,1,100330,1989,1:23,2:25,Henry Reed's Babysitting Service
142,Chris       Roberts,Hal Leonard Publishing Corporation,2.8,,total:15,5:01,3:09,0,9,0634080326,4:01,1,100332,2004,1:02,2:02,Lou Reed: Walk on the Wild Side: The Stories Behind the Songs
176,Robert Reed,Dover Publications,4,,total:8,5:04,3:04,0,4,0486238695,4:00,1,100333,1980,1:00,2:00,"Old Washington, D.C. in Early Photographs, 1846-1932"
438,Mike Dixon-Kennedy,Sutton Publishing Ltd,4.3,,total:10,5:04,3:01,0,1,0750933100,4:05,1,100335,2005,1:00,2:00,A Companion to Arthurian and Celtic Myths and Legends
304,Mike Dixon-Kennedy,Blandford,3.94,,total:18,5:06,3:03,0,12,0713727039,4:07,12,100336,1951,1:00,2:02,Arthurian Myth & Legend: An A-Z of People and Places
298,Mike Dixon-Kennedy,Blandford,3.94,,total:18,5:06,3:03,0,3,0713725613,4:07,1,100337,1996,1:00,2:02,Arthurian Myth and Legend: An A-Z of People and Places
448,Mike Dixon-Kennedy,History Press Ltd,4.3,,total:10,5:04,3:01,0,9,0750933119,4:05,1,100338,2006,1:00,2:00,Companion to Arthurian and Celtic Myths and Legend
256,Ronan Coghlan,Element Books,4.06,,total:678,0.398611111,0.228472222,3,7,1852306475,0.31875,1,100340,1995,1:12,2:24,The Encyclopaedia of Arthurian Legends
128,Enid Blyton,Element Books,3.5,,total:14,5:01,3:05,1,8,1901881725,4:07,6,100341,1998,1:01,2:00,The Knights of the Round Table (Enid Blyton Myths And Legends)
324,Martin B. Shichtman,State University of New York Press,3.2,,total:5,5:00,3:04,0,7,0791418642,4:01,1,100342,1994,1:00,2:00,Culture and the King: The Social Implications of the Arthurian Legend
316,Larry Niven,Tor Science Fiction,3.89,eng,total:2160,0.619444444,0.524305556,126,11,0765347717,0.772916667,28,100343,2006,1:19,0.153472222,The Draco Tavern
224,Larry Niven,Del Rey Books,4.07,eng,total:9324,2.509027778,1.508333333,178,9,0345353129,2.735416667,12,100344,1987,1:42,0.276388889,Protector (Known Space)
672,Larry Niven,Pocket Books,3.5700000000000003,,total:409,0.257638889,0.223611111,12,10,0743416929,0.270138889,1,100345,2006,1:12,2:35,Burning Tower
577,Larry Niven,Del Rey,4.08,eng,total:613,0.352777778,0.209722222,13,4,0345404483,0.351388889,1,100346,1998,1:02,2:15,Three Books of Known Space
281,Larry Niven,Del Rey Books,3.93,eng,total:1843,0.511111111,0.438194444,52,3,0345381688,0.793055556,2,100347,1994,1:09,2:45,Crashlander (Known Space)
331,Larry Niven,Baen Books,3.76,eng,total:983,0.361111111,0.353472222,5,10,0671721372,0.425694444,1,100350,1992,1:06,2:55,Man-Kzin Wars V
274,Joseph Gies,Harper & Row,3.81,eng,total:3036,0.725694444,0.70625,108,9,0060908807,1.026388889,30,100352,1981,1:38,0.206944444,Life in a Medieval City
261,David Nicholas,University of Nebraska Press,3,,total:4,5:00,3:04,1,9,0803233108,4:00,1,100354,1985,1:00,2:00,"The Domestic Life of a Medieval City: Women, Children, and the Family in Fourteenth-Century Ghent"
68,Edwin Benson,Echo Library,3.5,,total:38,5:06,3:14,0,8,1406820849,4:13,22,100355,2006,1:01,2:04,Life in a Medieval City. Illustrated by York in the XVth century
119,Paul Hetherington,St. Martin's Press,4,,total:1,5:00,3:00,0,8,0312123493,4:01,1,100356,1994,1:00,2:00,Medieval Rome: A Portrait of the City and Its Life
224,Chiara Frugoni,University Of Chicago Press,3.55,,total:108,5:11,3:39,9,9,0226266346,4:48,1,100357,2005,1:01,2:09,A Day in a Medieval City
320,Frances Gies,Black Dog & Leventhal,3.99,en-US,total:163,5:52,3:40,13,6,1579120695,0.211805556,1,100358,1999,1:01,2:05,Daily Life in Medieval Times
240,Larry Niven,Del Rey,4.18,,total:5672,1.796527778,0.826388889,46,3,0345334698,1.742361111,12,100359,1981,1:17,0.145138889,Tales of Known Space: The Universe of Larry Niven (Known Space)
368,Larry Niven,Gallery Books,3.89,eng,total:311,0.265972222,0.181944444,8,2,0743416937,0.25625,1,100361,2005,1:02,2:15,The Magic Goes Away Collection: The Magic Goes Away/The Magic May Return/More Magic
489,Larry Niven,Baen Books,3.88,en-US,total:433,0.297222222,0.200694444,7,9,1416521488,0.279861111,28,100362,2007,1:05,2:28,"Man-Kzin Wars 11 (Man-Kzin Wars, #11)"
368,Larry Niven,Baen,3.5300000000000002,eng,total:2259,0.513194444,0.667361111,69,10,0743435826,0.664583333,1,100364,2002,0.095833333,0.252777778,Fallen Angels
596,Larry Niven,Spectrum Literary Agency,4.07,eng,total:60876,5:22848,3:11705,1191,4,156865054X,4:23358,26,100365,2011,0.518055556,1.665972222,"The Mote in God's Eye (Moties, #1)"
285,Larry Niven,Del Rey,4.12,eng,total:11866,3.305555556,1.780555556,91,8,0345336941,3.459722222,12,100366,1977,1:49,0.24375,Neutron Star (Known Space)
327,Larry Niven,Tor Books,3.44,,total:243,5:36,0.197222222,12,7,076534047X,0.215972222,11,100367,2004,1:04,2:28,Scatterbrain
609,Larry Niven,Pocket Books,3.43,,total:905,0.315277778,0.356944444,41,5,0671036610,0.352777778,22,100368,2001,1:35,0.1625,The Burning City
352,Larry Niven,Baen,3.91,,total:135,5:39,3:42,4,5,0671878794,4:50,1,100370,1998,1:01,2:03,The Best of All Possible Wars
480,Larry Niven,Bastei Lübbe,3.96,ger,total:99962,5:34023,3:22125,9,4,3404242386,4:36591,13,100371,2011,1.077777778,4.063194444,Ringwelt
318,Geoffrey Ashe,Academy Chicago Publishers,3.8200000000000003,eng,total:213,5:49,0.167361111,15,1,0897332873,0.229861111,1,100373,1987,1:03,2:09,The Quest for Arthur's Britain
268,Francis Pryor,HarperCollins UK,3.86,,total:304,0.2625,0.172916667,2,10,0007181868,0.258333333,1,100374,2006,1:02,2:23,"Britain AD: A Quest for Arthur, England and the Anglo-Saxons"
240,Stuart McHardy,Luath Press Ltd,2.5,,total:2,5:00,3:01,1,12,1842820125,4:00,1,100375,2001,1:00,2:01,The Quest for Arthur
144,Robert Allen Rouse,Tempus,4,,total:12,5:03,3:03,2,5,0752433431,4:06,1,100376,2005,1:00,2:00,The Medieval Quest for Arthur
384,Arthur I. Miller,Houghton Mifflin Harcourt,3.77,en-US,total:138,5:25,3:38,10,4,061834151X,0.213194444,25,100377,2005,1:03,2:05,"Empire of the Stars: Obsession, Friendship and Betrayal in the Quest for Black Holes"
240,Jon Lellenberg,Southern Illinois University Press,3.33,,total:3,5:01,3:01,0,12,0809313847,4:00,1,100378,1987,1:00,2:01,The Quest for Sir Arthur Conan Doyle: Thirteen Biographers in Search of a Life
656,Mike Ashley,Running Press,3.61,eng,total:64,5:14,3:22,7,7,0786705329,4:20,15,100383,1998,1:01,2:07,The Mammoth Book of Arthurian Legends
592,Alex Ross,Marvel Comics Group,3.86,eng,total:2795,0.881944444,0.564583333,7,9,0785118756,0.76875,14,100384,2005,0.094444444,0.25625,Earth X
545,Mike Ashley,Robinson,3.61,,total:64,5:14,3:22,0,7,1854875337,4:20,30,100385,1998,1:01,2:07,The Mammoth book of Arthurian legends
320,Jim Krueger,Marvel Comics,3.8,,total:420,0.288888889,0.200694444,12,7,0785108858,0.272916667,1,100387,2002,1:08,2:34,"Universe X, Vol. 2 (Earth X 3)"
352,Jim Krueger,Marvel Comics,3.69,,total:266,0.263194444,0.176388889,9,12,0785111212,0.21875,1,100388,2003,1:11,2:27,"Paradise X, Vol. 2"
304,Jim Krueger,Marvel Comics Group,3.71,,total:335,0.281944444,0.178472222,7,10,0785111204,0.234027778,1,100389,2003,1:15,2:40,"Paradise X, Vol. 1"
116,Tom LaFarge,Sun & Moon,4.5,,total:2,5:01,3:00,0,1,1557132615,4:01,1,100390,1996,1:00,2:00,Terror of Earth
114,Commander X,Inner Light - Global Communications,3.7,,total:10,5:05,3:02,0,3,0938294423,4:01,26,100392,2012,1:02,2:00,The Controllers: The Rulers Of Earth Identified
30,Master Merlin,Candlewick Press,4.09,eng,total:3826,1.375694444,0.680555556,98,9,0763628956,0.93125,13,100394,2005,0.088194444,0.20625,"Wizardology (Ologies, #3)"
80,Master Merlin,Candlewick Press,4.04,eng,total:543,0.377083333,0.206944444,17,4,0763634018,0.2625,10,100395,2007,1:14,2:30,The Wizardology Handbook: A Course for Apprentices
