Id,Name,RatingDist1,pagesNumber,RatingDist4,RatingDistTotal,PublishMonth,PublishDay,Publisher,CountsOfReview,PublishYear,Language,Authors,Rating,RatingDist2,RatingDist5,ISBN,RatingDist3
5798,Vanity Fair's Hollywood,1:02,320,4:59,total:160,1,10,Studio,0,2001,,Vanity Fair,4.17,2:04,0.255555556,142005002,3:27
5802,A Visit to Vanity Fair: Moral Essays on the Present Age,1:01,176,4:42,total:79,1,8,Brazos Press,14,2001,,Alan Jacobs,3.81,2:04,5:14,1587430142,3:18
5805,V for Vendetta,2.789583333,296,4:82815,total:251263,1,11,Vertigo,4118,2005,eng,Alan Moore,4.25,5.226388889,5:123817,1401207928,3:33268
5806,United States V. George W. Bush Et Al.,1:02,256,4:11,total:31,7,11,Seven Stories Press,2,2006,,Elizabeth de la Vega,3.74,2:02,5:09,1583227563,3:07
5808,The V Book: A Doctor's Guide to Complete Vulvovaginal Health,1:02,455,4:47,total:141,25,6,Bantam,19,2002,,Elizabeth G. Stewart,4.36,2:01,0.260416667,553381148,3:16
5810,"Girl in the Shadows (Shadows, #2)",1:43,400,0.41875,total:1431,7,3,Pocket Books,1,2006,en-US,V.C. Andrews,3.81,0.182638889,0.564583333,1416500529,0.38125
5811,"Broken Flower (Early Spring, #1)",0.104861111,432,0.488888889,total:1863,3,10,Gallery Books,1,2006,,V.C. Andrews,3.73,0.227777778,0.652777778,1416500537,0.444444444
5813,"Heaven (Casteel, #1)",0.241666667,464,4.857638889,total:21371,1,4,Pocket Books,0,1997,eng,V.C. Andrews,4.03,0.874305556,6.075694444,671010050,3.416666667
5816,A Gravity's Rainbow Companion: Sources and Contexts for Pynchon's Novel,1:12,424,0.427083333,total:982,1,11,University of Georgia Press,26,2006,eng,Steven Weisenburger,4.01,2:38,0.445138889,820328073,0.275
5817,Lines of Flight: Discursive Time and Countercultural Desire in the Work of Thomas Pynchon,1:00,304,4:01,total:8,22,11,Duke University Press Books,2,2002,,Stefan Mattessich,3.25,2:01,5:01,822329948,3:05
5819,Bond on Set: Filming Casino Royale,1:00,128,4:28,total:62,16,10,DK,3,2006,,Greg Williams,4.02,2:01,5:18,756622727,3:15
5820,Casino Royale,0.878472222,4,4:23520,total:60961,1,7,Blackstone Audiobooks,8,2006,,Ian Fleming,3.73,2.988888889,5:13889,786172835,3:18163
5826,Bel Canto,3.546527778,352,4:83019,total:231761,2,8,Harper Perennial,13147,2005,eng,Ann Patchett,3.93,2:15228,5:78687,60838728,3:49780
5827,Coffin's Overtones of Bel Canto: Phonetic Basis of Artistic Singing with 100 Chromatic Vowel-Chart Exercises,1:00,256,4:00,total:1,1,3,Scarecrow Press,0,1995,,Berton  Coffin,5,2:00,5:01,081081370X,3:00
5828,Classic Bel Canto Technique,1:00,128,4:02,total:5,10,7,Dover Publications,0,1997,,Laure-Cinthie Damoreau,4.2,2:00,5:02,486299848,3:01
5829,Bel Canto: A Theoretical and Practical Vocal Method,1:00,128,4:03,total:17,1,6,Dover Publications,0,1970,,Mathilde Marchesi,4.41,2:01,5:11,486223159,3:02
5830,Bel Canto: A History of Vocal Pedagogy,1:00,352,4:10,total:33,28,3,University of Toronto Press,0,2003,,James Stark,4.45,2:00,5:19,802086144,3:04
5834,The Guerilla Film Makers Handbook: (US Edition),1:02,720,4:44,total:121,27,4,Bloomsbury Academic,1,2004,,Chris          Jones,3.98,2:03,5:41,826414648,3:31
5835,Guerilla Film Makers Movie Blueprint,1:01,608,4:15,total:51,20,6,Bloomsbury Academic,1,2003,eng,Chris          Jones,4.2,2:00,5:24,826414532,3:11
5836,The Documentary Film Makers Handbook: A Guerilla Guide,1:01,432,4:10,total:34,14,11,Bloomsbury Academic,2,2006,,Genevieve Jolliffe,4.09,2:01,5:15,826416659,3:07
5838,Mini-Manual of the Urban Guerrilla,1:19,66,0.209027778,total:236,9,9,Abraham Guillen Press,13,2002,en-US,Carlos Marighella,3.3,2:26,5:37,1894925025,0.189583333
5840,Confessions of the Guerrilla Girls: By the Guerrilla Girls (Whoever They Really Are),1:01,95,4:34,total:81,12,11,Harper Perennial,3,2009,,Guerrilla Girls,4.31,2:00,5:37,60950889,3:09
5841,Smart Sales People Don't Advertise: 10 Ways to Outsmart Your Competition with Guerilla Marketing,1:00,144,4:01,total:1,9,7,Lulu.com,0,2005,,Tom Richard,4,2:00,5:00,1411638026,3:00
5842,"Guerilla Golf: The Complete Guide to Playing Golf on the Mountains, Pastures, City Streets, and Just About Everywhere but the Course",1:01,224,4:00,total:1,2,5,Rodale Books,1,2006,,Alex R. Straus,1,2:00,5:00,159486280X,3:00
5843,The Career Programmer: Guerilla Tactics for an Imperfect World (Expert's Voice),1:07,264,4:20,total:63,1,2,Apress,7,2006,en-US,Christopher   Duncan,3.13,2:10,5:06,1590596242,3:20
5845,A Bend in the River,0.323611111,326,4.1125,total:15051,10,5,Picador USA,695,2002,eng,V.S. Naipaul,3.77,0.888888889,2.947916667,330487140,2.804166667
5846,Beyond Belief: Islamic Excursions Among the Converted Peoples,1:20,432,0.352083333,total:655,7,12,Vintage,47,1999,,V.S. Naipaul,3.76,2:49,0.320138889,375706488,0.234722222
5847,India: A Wounded Civilization,1:38,176,0.481944444,total:1240,6,4,Vintage Books,101,2003,eng,V.S. Naipaul,3.68,0.160416667,0.410416667,1400030757,0.365277778
5848,The Middle Passage,1:11,256,0.300694444,total:524,8,1,Vintage,36,2002,en-US,V.S. Naipaul,3.6,2:46,0.275,375708340,0.248611111
5850,The Writer and the World: Essays,1:03,544,0.25,total:255,9,9,Vintage,15,2003,,V.S. Naipaul,3.86,2:15,0.25,375707301,3:57
5851,Magic Seeds,1:51,280,0.316666667,total:843,8,11,Vintage,104,2005,eng,V.S. Naipaul,3.13,0.195138889,0.2625,375707271,0.359027778
5853,Half a Life,0.156944444,224,0.870138889,total:3605,23,4,Vintage International,307,2009,eng,V.S. Naipaul,3.25,0.476388889,0.477777778,037570728X,1.147222222
5854,An Area of Darkness,1:51,304,0.626388889,total:1769,9,7,Vintage,91,2002,,V.S. Naipaul,3.68,0.201388889,0.489583333,375708359,0.459027778
5855,North of South: An African Journey,1:09,352,0.251388889,total:295,26,9,Penguin Classics,33,1996,eng,Shiva Naipaul,3.89,2:13,0.268055556,140188266,0.170138889
5856,Reading and Writing: A Personal Account,1:06,64,0.213888889,total:205,28,2,New York Review Books,17,2000,,V.S. Naipaul,3.42,2:29,5:30,940322382,0.175
5858,Between Father and Son: Family Letters,1:03,320,0.245833333,total:236,13,3,Vintage,12,2001,,V.S. Naipaul,4.05,2:09,0.259722222,375707263,3:36
5860,The Suffrage of Elvira,1:07,208,0.244444444,total:278,26,8,Penguin Books,24,1976,,V.S. Naipaul,3.72,2:19,0.25,140029389,0.180555556
5861,Journey to Nowhere: A New World Tragedy,1:00,336,4:24,total:66,27,5,Penguin Books,1,1982,,Shiva Naipaul,4.24,2:02,5:30,140061894,3:10
5862,"V.S. Naipaul, Man and Writer",1:01,164,4:00,total:2,1,6,University of South Carolina Press,0,2006,,Gillian Dooley,2,2:00,5:00,1570035873,3:01
5863,V.S. Naipaul,1:00,240,4:00,total:1,10,10,Palgrave Macmillan,0,2003,eng,Bruce Alvin King,2,2:01,5:00,1403904561,3:00
5865,Graham Greene's the Power and the Glory and Other Works: A Guide to Understanding the Classics,0.298611111,112,4:11452,total:29110,1,12,Monarch Press,2,1989,,Gregor Roy,4,1.049305556,7.046527778,671008382,4.326388889
5867,Power and Glory,1:00,32,4:07,total:21,15,4,Greenwillow Books,6,1996,,Emily Rodda,4.05,2:01,5:08,688142141,3:05
5869,"Newhouse: All the Glitter, Power, and Glory of America's Richest Media Empire and the Secretive Man Behind It",1:00,464,4:02,total:7,3,12,Johnson Books,1,2005,,Thomas Maier,4.14,2:00,5:03,1555661912,3:02
5870,Kingdom Power and Glory: A Historical Guide to Westminster Abbey,1:00,160,4:06,total:12,1,9,Third Millennium,0,2006,,John    Field,3.67,2:00,5:01,907383718,3:05
5873,Regeneration: 50 Photographers of Tomorrow,1:00,224,4:07,total:28,1,4,Aperture,3,2006,,Nathalie Herschdorfer,3.86,2:03,5:10,1931788987,3:08
5874,"Regeneration Through Violence: The Mythology of the American Frontier, 1600–1860",1:01,670,0.208333333,total:181,15,4,University of Oklahoma Press,16,2000,eng,Richard Slotkin,4.31,2:05,0.272222222,806132299,3:23
5875,"Regeneration (Species Imperative, #3)",1:02,543,0.477777778,total:1131,2,5,DAW Hardcover,2,2006,en-US,Julie E. Czerneda,4.13,2:33,0.509722222,756403456,0.273611111
5877,"The Regeneration Trilogy (Regeneration, #1-3)",1:19,592,0.654166667,total:2124,1,1,Viking Books,96,1996,eng,Pat Barker,4.38,2:45,1.011805556,670869295,0.264583333
5879,Pat Barker's Regeneration: A Reader's Guide,1:02,96,4:09,total:26,12,9,Bloomsbury Academic,3,2001,,Karin E. Westman,3.96,2:00,5:10,826452302,3:05
5880,"The Sparrow (The Sparrow, #1)",1.00625,506,4:18741,total:56998,1,11,Black Swan,110,1997,eng,Mary Doria Russell,4.16,1.934722222,5:26499,552997773,5.474305556
5881,"The Age of Bronze (Pirates of the Caribbean: Jack Sparrow, #5)",1:04,144,0.279861111,total:568,1,12,Disney Press,14,2006,eng,Rob Kidd,4.05,2:23,0.370138889,1423101685,0.225694444
5882,"The Sword of Cortés (Pirates of the Caribbean: Jack Sparrow, #4)",1:05,122,0.295833333,total:678,1,10,Disney Press,14,2006,en-US,Rob Kidd,3.98,2:39,0.390972222,1423100611,0.253472222
5883,"The Pirate Chase (Pirates of the Caribbean: Jack Sparrow, #3)",1:11,119,0.322916667,total:756,1,8,Disney Press,20,2006,eng,Rob Kidd,3.89,2:45,0.386111111,1423100204,0.277083333
5884,The Quest for the Sword of Cortes,1:00,528,4:14,total:39,1,11,Disney Press,2,2006,,Rob Kidd,4.23,2:02,5:18,1423106563,3:05
5885,"The Siren Song (Pirates of the Caribbean: Jack Sparrow, #2)",1:10,123,0.350694444,total:883,1,6,Disney Press,27,2006,eng,Rob Kidd,3.86,2:56,0.405555556,1423100190,0.311111111
5886,"The Coming Storm (Pirates of the Caribbean: Jack Sparrow, #1)",1:41,135,0.440972222,total:1453,1,6,Disney Press,84,2006,en-US,Rob Kidd,3.83,0.152083333,0.552777778,1423100182,0.418055556
5887,"Silver (Pirates of the Caribbean: Jack Sparrow, #6)",1:02,128,0.275,total:540,1,2,Disney Press,9,2007,,Rob Kidd,4.02,2:26,0.355555556,1423101693,0.225
5888,Sparrows of the United States and Canada: The Photographic Guide,1:01,328,4:13,total:39,20,12,Princeton University Press,1,2001,,David Beadle,4.36,2:00,5:21,691117470,3:04
5889,"City of Gold (Pirates of the Caribbean: Jack Sparrow, #7)",1:05,128,0.270138889,total:492,1,4,Disney Press,8,2007,,Rob Kidd,4.04,2:25,0.346527778,1423101707,0.204166667
5890,The Woman in White,1.669444444,672,4:45960,total:124562,27,2,Penguin Classics,5222,2003,eng,Wilkie Collins,4,4.282638889,5:44434,141439610,3:25777
5894,A Colored Woman In A White World,1:01,487,4:09,total:27,3,6,Humanity Books,3,2005,,Mary Church Terrell,4.15,2:00,5:12,159102322X,3:05
5895,"The Woman in White by Wilkie Collins, Fiction",1.669444444,456,4:45960,total:124562,1,2,Wildside Press,4,2004,,Wilkie Collins,4,4.282638889,5:44434,809599244,3:25777
5901,The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States,0.136111111,624,1.022222222,total:3779,17,10,W. W. Norton  Company,16,2004,eng,National Commission on Terrorist Attacks Upon The United States,3.6,0.336805556,0.7875,393060411,0.966666667
5904,The 9/11 Report: The National Commission on Terrorist Attacks Upon the United States,0.136111111,768,1.022222222,total:3779,2,8,St. Martin's Paperbacks,8,2004,,National Commission on Terrorist Attacks Upon The United States,3.6,0.336805556,0.7875,312935544,0.966666667
5907,"The Hobbit, or There and Back Again",1:56770,366,4:814287,total:2747372,15,8,Houghton Mifflin,33404,2002,eng,J.R.R. Tolkien,4.27,2:90969,5:1441734,618260307,3:343612
5910,The Annotated Hobbit,1:56770,399,4:814287,total:2747372,7,4,HarperCollins,16,2003,eng,J.R.R. Tolkien,4.27,2:90969,5:1441734,7137273,3:343612
5911,Poems From The Hobbit,1:03,57,4:43,total:176,13,12,Houghton Mifflin Harcourt,5,1999,eng,J.R.R. Tolkien,4.3,2:06,0.277083333,618009345,3:25
5912,The Hobbit: Or There and Back Again,1:56770,481,4:814287,total:2747372,1,9,Large Print Press,43,2003,eng,J.R.R. Tolkien,4.27,2:90969,5:1441734,1594130051,3:343612
5913,The Hobbit,1:56770,11,4:814287,total:2747372,1,11,Recorded Books,4,2002,,J.R.R. Tolkien,4.27,2:90969,5:1441734,1402536941,3:343612
5914,"Hobbits, Elves and Wizards: The Wonders and Worlds of J.R.R. Tolkien's ""Lord of the Rings""",1:08,202,0.26875,total:655,14,9,Palgrave MacMillan,2,2002,,Michael N. Stanton,4.22,2:37,0.454166667,1403960259,0.200694444
5918,Ruthless Rhymes for Heartless Homes and More Ruthless Rhymes,1:00,64,4:17,total:45,19,6,Dover Publications,10,2013,eng,Harry Graham,3.84,2:03,5:12,486402185,3:13
5920,Recite in the Name of the Red Rose: Poetic Sacred Making in Twentieth-Century Iran,1:00,193,4:02,total:3,30,5,University of South Carolina Press,0,2006,,Fatemeh Keshavarz,4.33,2:00,5:01,1570036225,3:00
5922,The Great Heresies,1:09,161,0.33125,total:759,1,1,TAN Books,47,1938,,Hilaire Belloc,4.25,2:25,0.471527778,895554755,0.200694444
5923,The Path to Rome,1:04,178,0.235416667,total:309,3,11,Hard Press,16,2006,,Hilaire Belloc,4.16,2:13,0.305555556,140693867X,3:53
5925,How the Reformation Happened,1:03,292,0.230555556,total:280,14,7,Kessinger Publishing,0,2003,,Hilaire Belloc,4.21,2:11,0.3,766173712,3:42
5926,The Crusades,1:06,256,0.2125,total:187,3,12,TAN Books,10,1992,,Hilaire Belloc,4.03,2:08,0.259027778,895554674,3:34
5928,Characters of the Reformation,1:03,208,0.229861111,total:224,3,10,TAN Books,14,1992,,Hilaire Belloc,4.1,2:14,0.269444444,895554666,3:28
5930,The Crisis Of Civilization,1:00,224,4:24,total:53,3,10,TAN Books,5,1992,,Hilaire Belloc,4.34,2:01,5:24,895554623,3:04
5931,The Essential Neruda: Selected Poems,1:26,200,1.2875,total:5292,1,4,City Lights Publishers,212,2004,eng,Pablo Neruda,4.46,0.127083333,2.363888889,872864286,0.461805556
5932,Twenty Love Poems and a Song of Despair,0.533333333,70,4:14752,total:48060,26,12,Penguin Classics,1122,2006,eng,Pablo Neruda,4.29,1.088888889,5:25144,143039962,4.297222222
5933,100 Love Sonnets,0.156944444,222,3.036111111,total:14320,1,5,University of Texas Press,3,1986,,Pablo Neruda,4.39,0.299305556,5.922222222,292760299,1.154861111
5934,Veinte poemas de amor y una canción desesperada; Cien sonetos de amor,0.533333333,160,4:14752,total:48060,22,1,Plaza y Janes,55,2002,eng,Pablo Neruda,4.29,1.088888889,5:25144,1400001447,4.297222222
5937,Love,1:05,43,0.465277778,total:1464,16,6,Miramax Books,69,1995,eng,Pablo Neruda,4.46,2:19,0.810416667,786881488,0.224305556
5939,On the Blue Shore of Silence: Poemas frente al mar (Bilingual),1:02,80,0.280555556,total:517,3,2,Rayo,49,2004,,Pablo Neruda,4.48,2:05,0.420833333,60591846,3:40
5940,Odes to Opposites,1:02,152,0.272916667,total:444,31,10,Bulfinch,26,1995,,Pablo Neruda,4.34,2:10,0.365972222,821222279,3:52
5941,Running in the Family,0.1375,208,2.102777778,total:7451,30,11,Vintage,556,1993,,Michael Ondaatje,3.84,0.439583333,1.679166667,,1.440277778
5942,Anil's Ghost,0.3125,311,4.001388889,total:15093,24,4,Vintage,1020,2001,eng,Michael Ondaatje,3.57,1.154166667,2.060416667,375724370,3.577777778
5943,Handwriting,1:09,96,0.356944444,total:772,14,3,Vintage,55,2000,,Michael Ondaatje,3.75,2:57,0.340277778,375705414,0.293055556
5944,The Cinnamon Peeler: Selected Poems,1:14,210,0.718055556,total:2160,28,1,Vintage,85,1997,,Michael Ondaatje,4.17,0.129861111,0.846527778,679779132,0.379166667
5945,The Story,1:02,48,4:27,total:71,3,11,House of Anansi Press,11,2005,,Michael Ondaatje,3.96,2:05,5:25,887841945,3:12
5946,In the Skin of a Lion,0.290277778,256,4.004166667,total:15236,14,1,Vintage,784,1997,,Michael Ondaatje,3.87,0.830555556,3.5125,679772669,2.568055556
5948,Michael Ondaatje's The English Patient: A Reader's Guide,1:04,96,4:20,total:49,11,1,Bloomsbury Academic,1,2002,,John Bolland,3.82,2:02,5:15,826452434,3:08
5949,The Conversations: Walter Murch and the Art of Editing Film,1:20,339,0.508333333,total:1392,5,10,Knopf Publishing Group,88,2004,,Michael Ondaatje,4.33,2:30,0.702777778,375709827,0.220833333
5951,Waiting for Your Cat to Bark?: Persuading Customers When They Ignore Marketing,1:07,240,0.222222222,total:232,11,6,Thomas Nelson,15,2006,,Bryan Eisenberg,3.7,2:20,5:58,785218971,0.171527778
5952,Waiting for My Cats to Die: A Memoir,1:07,320,0.213888889,total:201,17,1,St. Martin's Griffin,28,2002,eng,Stacy Horn,3.67,2:20,5:50,312287445,3:56
5962,The Book of Nonsense,0.118055556,56,0.538888889,total:1891,17,6,Kessinger Publishing,1,2004,,Edward Lear,3.65,0.218055556,0.590972222,1419154575,0.472222222
5963,Edward Lear At the R.A.,1:00,192,4:00,total:0,19,4,Orion Publishing Co,0,1985,,Edward Lear,0,2:00,5:00,297786369,3:00
5964,Edward Lear as a Landscape Draughtsman,1:00,188,4:00,total:0,1,1,Belknap Press,0,1967,,Philip Hofer,0,2:00,5:00,674239504,3:00
5966,Edward Lear's Book of Nonsense: With Lear's Original Illustrations,0.118055556,46,0.538888889,total:1891,1,11,Maxima New Media,8,1995,eng,Edward Lear,3.65,0.218055556,0.590972222,1888297018,0.472222222
5969,A Sparrow Falls (Courtney #3),1:29,640,2.009722222,total:6735,2,1,St. Martin's Paperbacks,93,2007,eng,Wilbur Smith,4.19,0.179166667,2.140277778,312940688,0.911111111
5970,Providence of a Sparrow: Lessons from a Life Gone to the Birds,1:03,304,0.220138889,total:241,13,4,Anchor,44,2004,eng,Chris Chester,4.32,2:10,0.297916667,1400033853,3:22
5971,"Sparrow: Phil Hale, Number 2",1:00,48,4:01,total:5,12,12,IDW Publishing,1,2006,,Phil Hale,4,2:00,5:02,1600100406,3:02
5973,The Truth About Sparrows,1:09,260,0.315972222,total:470,1,9,Henry Holt & Company,119,2004,,Marian Hale,3.93,2:21,0.298611111,805075844,0.190972222
5974,Sparrow Hawk Red,1:07,185,0.246527778,total:309,1,4,"Little, Brown Books for Young Readers",0,1995,eng,Ben Mikaelsen,3.8,2:23,0.266666667,786811056,0.180555556
5975,The Fall of a Sparrow,1:39,464,0.404166667,total:903,6,7,Scribner,89,1999,eng,Robert Hellenga,3.69,0.134722222,0.358333333,684850273,0.286111111
5976,"The Bluebird and the Sparrow (Women of the West, #10)",0.086111111,251,0.830555556,total:3158,1,8,Bethany House Publishers,9,2006,en-US,Janette Oke,3.83,0.265277778,0.921527778,764202537,0.714583333
5977,A Guide to the Identification and Natural History of the Sparrows of the United States and Canada,1:00,365,4:06,total:19,20,10,Princeton University Press,1,1997,,James D. Rising,4.47,2:00,5:11,125889712,3:02
5978,"The Little Sparrows (The Orphan Trains Trilogy, #1)",1:22,368,0.213888889,total:253,14,1,Multnomah,35,2003,,Al Lacy,3.74,2:19,0.271527778,1590520637,3:53
5980,"The Timekeeper (Pirates of the Caribbean: Jack Sparrow, #8)",1:02,128,0.25,total:409,31,7,Disney Press,7,2007,,Rob Kidd,4.11,2:16,0.33125,1423103661,0.190277778
5981,Journey of the Sparrows,1:06,160,0.219444444,total:261,30,12,Puffin Books,26,2002,eng,Fran Leeper Buss,3.68,2:30,0.258333333,142302090,0.178472222
5983,"Not a Sparrow Falls (Second Chances Collection, #1)",1:29,351,0.665972222,total:1842,1,8,Bethany House Publishers,164,2002,,Linda Nichols,4.1,0.129166667,0.706944444,764227270,0.340277778
5984,Aleutian Sparrow,1:21,160,0.384027778,total:822,1,6,Margaret K. McElderry Books,148,2005,eng,Karen Hesse,3.79,2:55,0.357638889,1416903275,0.276388889
5985,An Episode of Sparrows,1:04,247,0.4625,total:1094,31,10,The New York Review Children's Collection,127,2004,en-GB,Rumer Godden,4.22,2:21,0.532638889,1590171241,0.247222222
5986,"Dance of the Hours (Pirates of the Caribbean: Jack Sparrow, #9)",1:01,144,0.234027778,total:333,25,9,Disney Press,7,2007,,Rob Kidd,4.14,2:10,0.310416667,142310367X,0.179166667
5987,Cien Sonetos De Amor/100 Love Sonnets,0.156944444,128,3.036111111,total:14320,7,7,Losada/Argentina,0,2004,,Pablo Neruda,4.39,0.299305556,5.922222222,9500390159,1.154861111
5988,The Selected Poems,1:05,160,0.315277778,total:661,1,8,Anvil Press Poetry,28,1998,,Li Bai,4.36,2:16,0.454861111,856462918,0.174305556
5989,Li Po and Tu Fu: Poems,1:02,256,0.272916667,total:410,26,4,Penguin Classics,29,1973,eng,Li Bai,4.14,2:13,0.322916667,140442723,0.178472222
